200,-10000,5,0,0,0,0,20000000
-1140,-1000,5,1,1,10,2,20000000
-1140,-1000,5,1,2,10,2,20000000
-1140,-1000,5,1,3,10,2,20000000
-1140,-1000,5,1,4,10,2,20000000
-1140,-1000,5,1,5,10,1,20000000
-1140,-1000,5,1,6,10,2,20000000
-1140,-1000,5,1,7,10,2,20000000
-1140,-1000,5,1,8,10,1,20000000
-1140,-1000,5,1,1,10,2,20000000
-1140,-1000,5,1,2,10,2,20000000
-1140,-1000,5,1,3,10,2,20000000
-1140,-1000,5,1,4,10,2,20000000
-1140,-1000,5,1,5,10,1,20000000
-1140,-1000,5,1,6,10,2,20000000
-1140,-1000,5,1,7,10,2,20000000
-1140,-1000,5,1,8,10,1,20000000
-1140,-1000,5,1,1,10,2,20000000
-1140,-1000,5,1,2,10,2,20000000
-1140,-1000,5,1,3,10,2,20000000
-1140,-1000,5,1,4,10,2,20000000
-1140,-1000,5,1,5,10,1,20000000
-1140,-1000,5,1,6,10,2,20000000
-1140,-1000,5,1,7,10,2,20000000
-1140,-1000,5,1,8,10,1,20000000
-1140,-1000,5,1,1,10,2,20000000
-1140,-1000,5,1,2,10,2,20000000
-1140,-1000,5,1,3,10,2,20000000
-1140,-1000,5,1,4,10,2,20000000
-1140,-1000,5,1,5,10,1,20000000
-1140,-1000,5,1,6,10,2,20000000
-1140,-1000,5,1,7,10,2,20000000
-1140,-1000,5,1,8,10,1,20000000
-1140,-1000,5,1,1,10,2,20000000
-1140,-1000,5,1,2,10,2,20000000
-1140,-1000,5,1,3,10,2,20000000
-1140,-1000,5,1,4,10,2,20000000
-1140,-1000,5,1,5,10,1,20000000
-1140,-1000,5,1,6,10,2,20000000
-1140,-1000,5,1,7,10,2,20000000
-1140,-1000,5,1,8,10,1,20000000
-1140,-1000,5,1,1,10,2,20000000
-1140,-1000,5,1,2,10,2,20000000
-1140,-1000,5,1,3,10,2,20000000
-1140,-1000,5,1,4,10,2,20000000
-1140,-1000,5,1,5,10,1,20000000
-1140,-1000,5,1,6,10,2,20000000
-1140,-1000,5,1,7,10,2,20000000
-1140,-1000,5,1,8,10,1,20000000
-1140,-1000,5,1,1,10,2,20000000
-1140,-1000,5,1,2,10,2,20000000
-1140,-1000,5,1,3,10,2,20000000
-1140,-1000,5,1,4,10,2,20000000
-1140,-1000,5,1,5,10,1,20000000
-1140,-1000,5,1,6,10,2,20000000
-1140,-1000,5,1,7,10,2,20000000
-1140,-1000,5,1,8,10,1,20000000
-1140,-1000,5,1,1,10,2,20000000
-1140,-1000,5,1,2,10,2,20000000
-1140,-1000,5,1,3,10,2,20000000
-1140,-1000,5,1,4,10,2,20000000
-1140,-1000,5,1,5,10,1,20000000
-1140,-1000,5,1,6,10,2,20000000
-1140,-1000,5,1,7,10,2,20000000
-1140,-1000,5,1,8,10,1,20000000
-1140,-1000,5,1,8,10,1,20000000
-1140,-1000,5,1,1,10,2,20000000
-1140,-1000,5,1,2,10,2,20000000
-1140,-1000,5,1,3,10,2,20000000
-1140,-1000,5,1,4,10,2,20000000
-1140,-1000,5,1,5,10,1,20000000
-1140,-1000,5,1,6,10,2,20000000
-1140,-1000,5,1,7,10,2,20000000
-1140,-1000,5,1,8,10,1,20000000
-1140,-1000,5,1,1,10,2,20000000
-1140,-1000,5,1,2,10,2,20000000
-1140,-1000,5,1,3,10,2,20000000
-1140,-1000,5,1,4,10,2,20000000
-1140,-1000,5,1,5,10,1,20000000
-1140,-1000,5,1,6,10,2,20000000
-1140,-1000,5,1,7,10,2,20000000
-1140,-1000,5,1,8,10,1,20000000
-1140,-1000,5,1,5,10,1,20000000
-1140,-1000,5,1,6,10,2,20000000
-1140,-1000,5,1,7,10,2,20000000
-1140,-1000,5,1,8,10,1,20000000
-1140,-1000,5,1,1,10,2,20000000
-1140,-1000,5,1,2,10,2,20000000
-1140,-1000,5,1,3,10,2,20000000
-1140,-1000,5,1,4,10,2,20000000
-1140,-1000,5,1,5,10,1,20000000
-1140,-1000,5,1,6,10,2,20000000
-1140,-1000,5,1,7,10,2,20000000
